Key,Timestamp,Event,User_Label
t,124484.80041947842,release,1
h,124484.81641947842,press,1
h,124484.90641947842,release,1
e,124484.92541947842,press,1
e,124485.01041947842,release,1
q,124485.02941947842,press,1
q,124485.15741947842,release,1
u,124485.16841947842,press,1
u,124485.24241947841,release,1
i,124485.25541947842,press,1
i,124485.40241947841,release,1
c,124485.41541947842,press,1
c,124485.48141947843,release,1
k,124485.49841947843,press,1
k,124485.64841947843,release,1
b,124485.66341947843,press,1
b,124485.72541947843,release,1
r,124485.73741947844,press,1
r,124485.88641947844,release,1
o,124485.89641947843,press,1
o,124486.00041947844,release,1
w,124486.01641947844,press,1
w,124486.15241947844,release,1
n,124486.16341947844,press,1
n,124486.28241947845,release,1
f,124486.29641947844,press,1
f,124486.39141947844,release,1
o,124486.41241947844,press,1
o,124486.48541947844,release,1
x,124486.50041947844,press,1
x,124486.55341947844,release,1
j,124486.56641947845,press,1
j,124486.67341947845,release,1
u,124486.68941947845,press,1
u,124486.83141947846,release,1
m,124486.85141947847,press,1
m,124486.90241947847,release,1
p,124486.91941947848,press,1
p,124487.04641947847,release,1
s,124487.06541947847,press,1
s,124487.17541947847,release,1
o,124487.18541947847,press,1
o,124487.26241947847,release,1
v,124487.27641947847,press,1
v,124487.42241947846,release,1
e,124487.44041947846,press,1
e,124487.56641947846,release,1
r,124487.58041947846,press,1
r,124487.63841947846,release,1
t,124487.65441947847,press,1
t,124487.79641947847,release,1
h,124487.80841947848,press,1
h,124487.86541947848,release,1
e,124487.88341947847,press,1
e,124487.99341947847,release,1
l,124488.01241947847,press,1
l,124488.06841947847,release,1
a,124488.08041947847,press,1
a,124488.18941947847,release,1
z,124488.20841947847,press,1
z,124488.28741947847,release,1
y,124488.30741947847,press,1
y,124488.39241947848,release,1
d,124488.40241947847,press,1
d,124488.45441947847,release,1
o,124488.47541947846,press,1
o,124488.59841947847,release,1
g,124488.61441947847,press,1
g,124488.67241947848,release,1
t,124488.68941947848,press,1
t,124488.76241947849,release,1
h,124488.7794194785,press,1
h,124488.9274194785,release,1
e,124488.9394194785,press,1
e,124489.0524194785,release,1
q,124489.0634194785,press,1
q,124489.1824194785,release,1
u,124489.2024194785,press,1
u,124489.3504194785,release,1
i,124489.3604194785,press,1
i,124489.4524194785,release,1
c,124489.47241947851,press,1
c,124489.56041947851,release,1
k,124489.58041947852,press,1
k,124489.65141947851,release,1
b,124489.67341947851,press,1
b,124489.7814194785,release,1
r,124489.7974194785,press,1
r,124489.93841947851,release,1
o,124489.95541947852,press,1
o,124490.00641947852,release,1
w,124490.01741947852,press,1
w,124490.07141947853,release,1
n,124490.09041947853,press,1
n,124490.22441947853,release,1
f,124490.24441947853,press,1
f,124490.38641947854,release,1
o,124490.40641947855,press,1
o,124490.48041947854,release,1
x,124490.49541947854,press,1
x,124490.57141947854,release,1
j,124490.58541947854,press,1
j,124490.70441947854,release,1
u,124490.71841947854,press,1
u,124490.78941947853,release,1
m,124490.80241947854,press,1
m,124490.91641947854,release,1
p,124490.93041947854,press,1
p,124491.04041947854,release,1
s,124491.05441947853,press,1
s,124491.19341947853,release,1
o,124491.20841947853,press,1
o,124491.25941947853,release,1
v,124491.27441947853,press,1
v,124491.41841947853,release,1
e,124491.43541947854,press,1
e,124491.55241947854,release,1
r,124491.57341947853,press,1
r,124491.67141947853,release,1
t,124491.68741947853,press,1
t,124491.74141947854,release,1
h,124491.75341947854,press,1
h,124491.88841947854,release,1
e,124491.90841947854,press,1
e,124491.96541947854,release,1
l,124491.97741947854,press,1
l,124492.11841947855,release,1
a,124492.13441947855,press,1
a,124492.27741947855,release,1
z,124492.29441947855,press,1
z,124492.42341947855,release,1
y,124492.43541947856,press,1
y,124492.51041947855,release,1
d,124492.53141947855,press,1
d,124492.65141947854,release,1
o,124492.67241947853,press,1
o,124492.79841947854,release,1
g,124492.82041947854,press,1
g,124492.92041947854,release,1
t,124492.93241947854,press,1
t,124493.02141947855,release,1
h,124493.03441947856,press,1
h,124493.11441947856,release,1
e,124493.13141947857,press,1
e,124493.25741947857,release,1
q,124493.26841947857,press,1
q,124493.39041947857,release,1
u,124493.41141947857,press,1
u,124493.48441947857,release,1
i,124493.49841947856,press,1
i,124493.62541947856,release,1
c,124493.64241947856,press,1
c,124493.71841947857,release,1
k,124493.73641947856,press,1
k,124493.80041947856,release,1
b,124493.81841947856,press,1
b,124493.91941947855,release,1
r,124493.93541947856,press,1
r,124494.03041947856,release,1
o,124494.04141947856,press,1
o,124494.12741947855,release,1
w,124494.13941947855,press,1
w,124494.19841947855,release,1
n,124494.21541947855,press,1
n,124494.30741947856,release,1
f,124494.32741947856,press,1
f,124494.41241947857,release,1
o,124494.42941947858,press,1
o,124494.56141947857,release,1
x,124494.57941947857,press,1
x,124494.63441947856,release,1
j,124494.65041947857,press,1
j,124494.73041947857,release,1
u,124494.74341947857,press,1
u,124494.86241947858,release,1
m,124494.87541947859,press,1
m,124494.93141947858,release,1
p,124494.94941947858,press,1
p,124495.01141947859,release,1
s,124495.02341947859,press,1
s,124495.08041947859,release,1
o,124495.09941947859,press,1
o,124495.1804194786,release,1
v,124495.1934194786,press,1
v,124495.2464194786,release,1
e,124495.26341947861,press,1
e,124495.3224194786,release,1
r,124495.3444194786,press,1
r,124495.4094194786,release,1
t,124495.4294194786,press,1
t,124495.55241947861,release,1
h,124495.56641947861,press,1
h,124495.6644194786,release,1
e,124495.6794194786,press,1
e,124495.75241947861,release,1
l,124495.7664194786,press,1
l,124495.9134194786,release,1
a,124495.9274194786,press,1
a,124495.9814194786,release,1
z,124495.9974194786,press,1
z,124496.1134194786,release,1
y,124496.1294194786,press,1
y,124496.1824194786,release,1
d,124496.19941947861,press,1
d,124496.31341947861,release,1
o,124496.32841947861,press,1
o,124496.4294194786,release,1
g,124496.44941947861,press,1
g,124496.5314194786,release,1
t,124496.5494194786,press,1
t,124496.6654194786,release,1
h,124496.67941947859,press,1
h,124496.74741947859,release,1
e,124496.76641947859,press,1
e,124496.8734194786,release,1
q,124496.8884194786,press,1
q,124497.0324194786,release,1
u,124497.04341947859,press,1
u,124497.1584194786,release,1
i,124497.1754194786,press,1
i,124497.2304194786,release,1
c,124497.2434194786,press,1
c,124497.37741947861,release,1
k,124497.39041947862,press,1
k,124497.51841947861,release,1
b,124497.53241947861,press,1
b,124497.68141947861,release,1
r,124497.69441947862,press,1
r,124497.77341947862,release,1
o,124497.78841947862,press,1
o,124497.87441947861,release,1
w,124497.88741947862,press,1
w,124497.96341947862,release,1
n,124497.97841947862,press,1
n,124498.05041947862,release,1
f,124498.06741947863,press,1
f,124498.13341947863,release,1
o,124498.14641947864,press,1
o,124498.24841947864,release,1
x,124498.26941947863,press,1
x,124498.38241947863,release,1
j,124498.39741947863,press,1
j,124498.45741947863,release,1
u,124498.47841947862,press,1
u,124498.54141947861,release,1
m,124498.5624194786,press,1
m,124498.64241947861,release,1
p,124498.6634194786,press,1
p,124498.7604194786,release,1
s,124498.7724194786,press,1
s,124498.8734194786,release,1
o,124498.8924194786,press,1
o,124498.95941947859,release,1
v,124498.98141947859,press,1
v,124499.0474194786,release,1
e,124499.06241947859,press,1
e,124499.1544194786,release,1
r,124499.1654194786,press,1
r,124499.30041947859,release,1
t,124499.31841947859,press,1
t,124499.3884194786,release,1
h,124499.4004194786,press,1
h,124499.50841947859,release,1
e,124499.52941947858,press,1
e,124499.58141947858,release,1
l,124499.59741947858,press,1
l,124499.74041947858,release,1
a,124499.75741947858,press,1
a,124499.88541947858,release,1
z,124499.90541947859,press,1
z,124500.02041947859,release,1
y,124500.03841947859,press,1
y,124500.14741947858,release,1
d,124500.16841947858,press,1
d,124500.26341947858,release,1
o,124500.27541947858,press,1
o,124500.42241947858,release,1
g,124500.43841947858,press,1
g,124500.53041947859,release,1
t,124500.55141947858,press,1
t,124500.62841947858,release,1
h,124500.64441947859,press,1
h,124500.77041947859,release,1
e,124500.78841947859,press,1
e,124500.88241947858,release,1
q,124500.90141947859,press,1
q,124501.03241947858,release,1
u,124501.04641947857,press,1
u,124501.11141947858,release,1
i,124501.13041947858,press,1
i,124501.19541947858,release,1
c,124501.21541947858,press,1
c,124501.30741947859,release,1
k,124501.32841947858,press,1
k,124501.46441947858,release,1
b,124501.48141947859,press,1
b,124501.56941947859,release,1
r,124501.58841947859,press,1
r,124501.64741947858,release,1
o,124501.66241947858,press,1
o,124501.74441947858,release,1
w,124501.76641947858,press,1
w,124501.82341947858,release,1
n,124501.83841947858,press,1
n,124501.91741947857,release,1
f,124501.93541947857,press,1
f,124502.05841947858,release,1
o,124502.07641947857,press,1
o,124502.18241947857,release,1
x,124502.19741947857,press,1
x,124502.26941947857,release,1
j,124502.28541947858,press,1
j,124502.37541947857,release,1
u,124502.38741947857,press,1
u,124502.46541947857,release,1
m,124502.48041947857,press,1
m,124502.57541947857,release,1
p,124502.58941947857,press,1
p,124502.64241947856,release,1
s,124502.66341947856,press,1
s,124502.79541947856,release,1
o,124502.81641947855,press,1
o,124502.96441947855,release,1
v,124502.97741947856,press,1
v,124503.06441947856,release,1
e,124503.08441947856,press,1
e,124503.18841947857,release,1
r,124503.20141947857,press,1
r,124503.27741947857,release,1
t,124503.29141947857,press,1
t,124503.37041947857,release,1
h,124503.39041947857,press,1
h,124503.51341947858,release,1
e,124503.53141947858,press,1
e,124503.65541947857,release,1
l,124503.67341947857,press,1
l,124503.75541947856,release,1
a,124503.77241947857,press,1
a,124503.86541947856,release,1
z,124503.87641947856,press,1
z,124503.93841947857,release,1
y,124503.95541947857,press,1
y,124504.09041947857,release,1
d,124504.10941947857,press,1
d,124504.16141947857,release,1
o,124504.17141947856,press,1
o,124504.27241947856,release,1
g,124504.28441947856,press,1
g,124504.34741947855,release,1
t,124504.36141947855,press,1
t,124504.43641947854,release,1
h,124504.45141947854,press,1
h,124504.56441947854,release,1
e,124504.58441947855,press,1
e,124504.66541947855,release,1
q,124504.68341947855,press,1
q,124504.82241947854,release,1
u,124504.83241947854,press,1
u,124504.97641947854,release,1
i,124504.98941947854,press,1
i,124505.08041947855,release,1
c,124505.09141947854,press,1
c,124505.18141947854,release,1
k,124505.19441947855,press,1
k,124505.27541947855,release,1
b,124505.29241947856,press,1
b,124505.43141947855,release,1
r,124505.44141947855,press,1
r,124505.53441947854,release,1
o,124505.55141947855,press,1
o,124505.69141947855,release,1
w,124505.70441947856,press,1
w,124505.83741947856,release,1
n,124505.85341947856,press,1
n,124505.98241947856,release,1
f,124505.99341947856,press,1
f,124506.08641947855,release,1
o,124506.10441947855,press,1
o,124506.18441947855,release,1
x,124506.20041947855,press,1
x,124506.31641947855,release,1
j,124506.33641947855,press,1
j,124506.40041947855,release,1
u,124506.41841947855,press,1
u,124506.54341947855,release,1
m,124506.55541947855,press,1
m,124506.70141947854,release,1
p,124506.71741947855,press,1
p,124506.83641947855,release,1
s,124506.85141947855,press,1
s,124506.94941947855,release,1
o,124506.95941947855,press,1
o,124507.02141947855,release,1
v,124507.03841947856,press,1
v,124507.11841947856,release,1
e,124507.12941947856,press,1
e,124507.22441947856,release,1
r,124507.23641947856,press,1
r,124507.32041947856,release,1
t,124507.33641947857,press,1
t,124507.41041947856,release,1
h,124507.42741947857,press,1
h,124507.49141947857,release,1
e,124507.51141947857,press,1
e,124507.59841947857,release,1
l,124507.61041947857,press,1
l,124507.68741947858,release,1
a,124507.70541947857,press,1
a,124507.81541947857,release,1
z,124507.83341947857,press,1
z,124507.91941947857,release,1
y,124507.93041947857,press,1
y,124508.08041947856,release,1
d,124508.09541947856,press,1
d,124508.16541947857,release,1
o,124508.18441947857,press,1
o,124508.28741947857,release,1
g,124508.29941947857,press,1
g,124508.39141947858,release,1
t,124508.41141947858,press,1
t,124508.46541947858,release,1
h,124508.48041947858,press,1
h,124508.62441947858,release,1
e,124508.64441947859,press,1
e,124508.75941947859,release,1
q,124508.7724194786,press,1
q,124508.9164194786,release,1
u,124508.9334194786,press,1
u,124509.0284194786,release,1
i,124509.0424194786,press,1
i,124509.1454194786,release,1
c,124509.15841947861,press,1
c,124509.26841947861,release,1
k,124509.28141947862,press,1
k,124509.41241947861,release,1
b,124509.43041947861,press,1
b,124509.5694194786,release,1
r,124509.58541947861,press,1
r,124509.67041947861,release,1
o,124509.68941947861,press,1
o,124509.81741947861,release,1
w,124509.83541947861,press,1
w,124509.9334194786,release,1
n,124509.94641947861,press,1
n,124510.00441947862,release,1
f,124510.02241947861,press,1
f,124510.10241947862,release,1
o,124510.12141947862,press,1
o,124510.22441947862,release,1
x,124510.24341947862,press,1
x,124510.34741947862,release,1
j,124510.36441947863,press,1
j,124510.41441947863,release,1
u,124510.42841947863,press,1
u,124510.51441947863,release,1
m,124510.52841947862,press,1
m,124510.58641947863,release,1
p,124510.59941947863,press,1
p,124510.72841947863,release,1
s,124510.74541947864,press,1
s,124510.80941947864,release,1
o,124510.82141947864,press,1
o,124510.94941947864,release,1
v,124510.96441947864,press,1
v,124511.05141947864,release,1
e,124511.07141947864,press,1
e,124511.17041947864,release,1
r,124511.18241947865,press,1
r,124511.23441947864,release,1
t,124511.24741947865,press,1
t,124511.31741947866,release,1
h,124511.33141947865,press,1
h,124511.41641947866,release,1
e,124511.42941947866,press,1
e,124511.52541947867,release,1
l,124511.54641947866,press,1
l,124511.68241947866,release,1
a,124511.69941947867,press,1
a,124511.82141947867,release,1
z,124511.83541947867,press,1
z,124511.91641947867,release,1
y,124511.93841947867,press,1
y,124512.03341947867,release,1
d,124512.05141947867,press,1
d,124512.12541947866,release,1
o,124512.14441947866,press,1
o,124512.28841947866,release,1
g,124512.30441947866,press,1
g,124512.39841947866,release,1
t,124512.41841947866,press,1
t,124512.48741947867,release,1
h,124512.50041947867,press,1
h,124512.57741947868,release,1
e,124512.59041947869,press,1
e,124512.66341947869,release,1
q,124512.6834194787,press,1
q,124512.75841947869,release,1
u,124512.76841947869,press,1
u,124512.85941947869,release,1
i,124512.87941947869,press,1
i,124512.98141947869,release,1
c,124513.00241947868,press,1
c,124513.13841947868,release,1
k,124513.15141947869,press,1
k,124513.26241947869,release,1
b,124513.28141947869,press,1
b,124513.35241947869,release,1
r,124513.37241947869,press,1
r,124513.4614194787,release,1
o,124513.4724194787,press,1
o,124513.5224194787,release,1
w,124513.5364194787,press,1
w,124513.6384194787,release,1
n,124513.65641947869,press,1
n,124513.72841947869,release,1
f,124513.7484194787,press,1
f,124513.8514194787,release,1
o,124513.87241947869,press,1
o,124513.95941947869,release,1
x,124513.9724194787,press,1
x,124514.1044194787,release,1
j,124514.1214194787,press,1
j,124514.1824194787,release,1
u,124514.20241947871,press,1
u,124514.30641947871,release,1
m,124514.32541947872,press,1
m,124514.45141947872,release,1
p,124514.47141947872,press,1
p,124514.56141947872,release,1
s,124514.57741947872,press,1
s,124514.63541947873,release,1
o,124514.64641947873,press,1
o,124514.76841947873,release,1
v,124514.78841947873,press,1
v,124514.86941947874,release,1
e,124514.88641947875,press,1
e,124514.97841947875,release,1
r,124514.99241947875,press,1
r,124515.10941947874,release,1
t,124515.12241947875,press,1
t,124515.18941947875,release,1
h,124515.20241947875,press,1
h,124515.29941947875,release,1
e,124515.30941947874,press,1
e,124515.39841947875,release,1
l,124515.41741947875,press,1
l,124515.52141947875,release,1
a,124515.53841947876,press,1
a,124515.65241947876,release,1
z,124515.67441947876,press,1
z,124515.77441947877,release,1
y,124515.79041947877,press,1
y,124515.88541947877,release,1
d,124515.90141947877,press,1
d,124515.98641947878,release,1
o,124516.00541947878,press,1
o,124516.12341947878,release,1
g,124516.13641947879,press,1
g,124516.27541947878,release,1
t,124516.29241947879,press,1
t,124516.42441947879,release,1
h,124516.43841947879,press,1
h,124516.53841947879,release,1
e,124516.54841947879,press,1
e,124516.6714194788,release,1
q,124516.68141947879,press,1
q,124516.81241947878,release,1
u,124516.83041947878,press,1
u,124516.95141947878,release,1
i,124516.96841947878,press,1
i,124517.02441947878,release,1
c,124517.04241947878,press,1
c,124517.10641947878,release,1
k,124517.12341947878,press,1
k,124517.17641947878,release,1
b,124517.19141947878,press,1
